Year,League,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB
1995,NL,Pittsburgh Pirates,40,28.3,4.37,144,5501,4937,629,1281,245,27,125,587,84.0,55.0,456,972.0,0.259,0.323,.396,0.719,88,1955,88.0,24.0,51.0,33.0,45.0,1010.0
1995,NL,San Diego Padres,40,28.7,4.64,144,5527,4950,668,1345,231,20,116,618,124.0,46.0,447,872.0,0.272,0.334,.397,0.731,95,1964,125.0,35.0,56.0,38.0,45.0,998.0
1995,NL,San Francisco Giants,46,28.7,4.53,144,5603,4971,652,1256,229,33,152,610,138.0,46.0,472,1060.0,0.253,0.323,.404,0.727,95,2007,92.0,57.0,79.0,24.0,55.0,1046.0
1995,NL,St. Louis Cardinals,46,28.7,3.94,143,5349,4779,563,1182,238,24,107,533,79.0,46.0,436,920.0,0.247,0.314,.374,0.688,83,1789,110.0,46.0,48.0,40.0,31.0,957.0
1995,AL,Baltimore Orioles,46,30.0,4.89,144,5531,4837,704,1267,229,27,173,668,92.0,45.0,574,803.0,0.262,0.342,.428,0.77,98,2069,119.0,39.0,40.0,41.0,36.0,1022.0
1995,AL,Boston Red Sox,53,28.6,5.49,144,5716,4997,791,1399,286,31,175,754,99.0,44.0,560,923.0,0.28,0.357,.455,0.812,108,2272,129.0,65.0,45.0,49.0,38.0,1084.0
1995,AL,California Angels,45,28.8,5.52,145,5690,5019,801,1390,252,25,186,761,58.0,39.0,564,889.0,0.277,0.352,.448,0.8,108,2250,115.0,36.0,33.0,38.0,40.0,1056.0
1995,AL,Chicago White Sox,46,29.6,5.21,145,5770,5060,755,1417,252,37,146,712,110.0,39.0,576,767.0,0.28,0.354,.431,0.785,107,2181,106.0,32.0,46.0,56.0,54.0,1155.0
1995,AL,Cleveland Indians,41,29.1,5.83,144,5686,5028,840,1461,279,23,207,803,132.0,53.0,542,766.0,0.291,0.361,.479,0.839,116,2407,128.0,35.0,31.0,48.0,40.0,1018.0
1995,AL,Detroit Tigers,45,28.8,4.54,144,5535,4865,654,1204,228,29,159,619,73.0,36.0,551,987.0,0.247,0.327,.404,0.731,90,1967,121.0,41.0,35.0,43.0,30.0,1017.0
1995,AL,Kansas City Royals,51,29.1,4.37,144,5528,4903,629,1275,240,35,119,578,120.0,53.0,475,849.0,0.26,0.328,.396,0.724,87,1942,105.0,43.0,66.0,39.0,33.0,1018.0
1995,AL,Milwaukee Brewers,41,27.9,5.14,144,5631,5000,740,1329,249,42,128,700,105.0,40.0,502,800.0,0.266,0.336,.409,0.745,89,2046,105.0,46.0,41.0,42.0,20.0,1012.0
1995,AL,Minnesota Twins,46,27.4,4.88,144,5588,5005,703,1398,270,34,120,662,105.0,57.0,471,916.0,0.279,0.346,.419,0.765,98,2096,152.0,58.0,18.0,36.0,32.0,1025.0
1995,AL,New York Yankees,42,31.1,5.17,145,5699,4947,749,1365,280,34,122,709,50.0,30.0,625,851.0,0.276,0.357,.420,0.778,103,2079,139.0,39.0,20.0,68.0,36.0,1126.0
1995,AL,Oakland Athletics,44,29.5,5.07,144,5617,4916,730,1296,228,18,169,694,112.0,46.0,565,911.0,0.264,0.341,.420,0.762,106,2067,108.0,45.0,32.0,58.0,25.0,1049.0
1995,AL,Seattle Mariners,46,28.7,5.49,145,5671,4996,796,1377,276,20,182,767,110.0,41.0,549,871.0,0.276,0.35,.448,0.798,106,2239,109.0,39.0,52.0,34.0,53.0,1033.0
1995,AL,Texas Rangers,46,29.0,4.8,144,5566,4913,691,1304,247,24,138,651,90.0,47.0,526,877.0,0.265,0.338,.410,0.747,92,2013,112.0,33.0,49.0,45.0,28.0,1031.0
1995,AL,Toronto Blue Jays,39,28.9,4.46,144,5650,5036,642,1309,275,27,140,613,75.0,16.0,492,906.0,0.26,0.328,.409,0.737,92,2058,119.0,44.0,33.0,45.0,27.0,1079.0
2000,NL,Arizona Diamondbacks,41,30.8,4.89,162,6241,5527,792,1466,282,44,179,756,97.0,44.0,535,975.0,0.265,0.333,.429,0.763,88,2373,114.0,59.0,61.0,58.0,37.0,1128.0
2000,NL,Atlanta Braves,47,30.8,5.0,162,6275,5489,810,1490,274,26,179,758,148.0,56.0,595,1010.0,0.271,0.346,.429,0.775,95,2353,127.0,59.0,87.0,45.0,38.0,1192.0
2000,NL,Chicago Cubs,51,30.7,4.72,162,6397,5577,764,1426,272,23,183,722,93.0,37.0,632,1120.0,0.256,0.335,.411,0.746,90,2293,114.0,54.0,89.0,45.0,50.0,1215.0
2000,NL,Cincinnati Reds,45,29.2,5.06,163,6373,5635,825,1545,302,36,200,794,100.0,38.0,559,995.0,0.274,0.343,.447,0.79,96,2519,137.0,64.0,56.0,58.0,60.0,1189.0
2000,NL,Colorado Rockies,49,29.2,5.98,162,6453,5660,968,1664,320,53,161,905,131.0,61.0,601,907.0,0.294,0.362,.455,0.816,87,2573,126.0,42.0,75.0,75.0,64.0,1198.0
2000,NL,Florida Marlins,40,26.1,4.54,161,6203,5509,731,1441,274,29,160,691,168.0,55.0,540,1184.0,0.262,0.331,.409,0.74,91,2253,100.0,60.0,42.0,51.0,39.0,1168.0
2000,NL,Houston Astros,46,29.1,5.79,162,6444,5570,938,1547,289,36,249,900,114.0,52.0,673,1129.0,0.278,0.361,.477,0.837,104,2655,154.0,83.0,57.0,61.0,57.0,1171.0
2000,NL,Los Angeles Dodgers,46,29.6,4.93,162,6312,5481,798,1408,265,28,211,756,95.0,42.0,668,1083.0,0.257,0.341,.431,0.771,99,2362,129.0,51.0,66.0,46.0,42.0,1188.0
2000,NL,Milwaukee Brewers,46,28.9,4.54,163,6355,5563,740,1366,297,25,177,708,72.0,44.0,620,1245.0,0.246,0.325,.403,0.729,85,2244,126.0,61.0,61.0,49.0,47.0,1183.0
2000,NL,Montreal Expos,49,26.2,4.56,162,6153,5535,738,1475,310,35,178,705,58.0,48.0,476,1048.0,0.266,0.326,.432,0.758,87,2389,111.0,29.0,78.0,34.0,53.0,1100.0
2000,NL,New York Mets,47,30.4,4.98,162,6328,5486,807,1445,281,20,198,761,66.0,46.0,675,1037.0,0.263,0.346,.430,0.776,98,2360,122.0,45.0,70.0,51.0,42.0,1214.0
2000,NL,Philadelphia Phillies,51,28.6,4.37,162,6273,5511,708,1386,304,40,144,668,102.0,30.0,611,1117.0,0.251,0.329,.400,0.729,83,2202,115.0,44.0,70.0,37.0,40.0,1209.0
2000,NL,Pittsburgh Pirates,46,28.3,4.9,162,6369,5643,793,1506,320,31,168,749,86.0,40.0,564,1032.0,0.267,0.339,.424,0.762,92,2392,133.0,66.0,59.0,37.0,41.0,1202.0
2000,NL,San Diego Padres,56,28.6,4.64,162,6291,5560,752,1413,279,37,157,714,131.0,53.0,602,1177.0,0.254,0.33,.402,0.732,91,2237,123.0,46.0,39.0,43.0,50.0,1155.0
2000,NL,San Francisco Giants,36,29.9,5.71,162,6418,5519,925,1535,304,44,226,889,79.0,39.0,709,1032.0,0.278,0.362,.472,0.834,115,2605,131.0,51.0,73.0,66.0,60.0,1213.0
2000,NL,St. Louis Cardinals,46,29.6,5.48,162,6369,5478,887,1481,259,25,235,841,87.0,51.0,675,1253.0,0.27,0.356,.455,0.812,103,2495,116.0,84.0,79.0,53.0,33.0,1214.0
2000,AL,Anaheim Angels,45,27.6,5.33,162,6373,5628,864,1574,309,34,236,837,93.0,52.0,608,1024.0,0.28,0.352,.472,0.825,105,2659,126.0,47.0,47.0,43.0,43.0,1173.0
2000,AL,Baltimore Orioles,50,32.1,4.9,162,6238,5549,794,1508,310,22,184,750,126.0,65.0,558,900.0,0.272,0.341,.435,0.776,100,2414,148.0,49.0,27.0,54.0,34.0,1129.0
2000,AL,Boston Red Sox,52,29.3,4.89,162,6371,5630,792,1503,316,32,167,755,43.0,30.0,611,1019.0,0.267,0.341,.423,0.764,90,2384,115.0,42.0,40.0,48.0,40.0,1226.0
2000,AL,Chicago White Sox,42,27.6,6.04,162,6410,5646,978,1615,325,33,216,926,119.0,42.0,591,960.0,0.286,0.356,.470,0.826,106,2654,140.0,53.0,55.0,61.0,28.0,1127.0
2000,AL,Cleveland Indians,55,30.1,5.86,162,6512,5683,950,1639,310,30,221,889,113.0,34.0,685,1057.0,0.288,0.367,.470,0.837,110,2672,134.0,51.0,41.0,52.0,27.0,1260.0
2000,AL,Detroit Tigers,45,29.0,5.08,162,6343,5644,823,1553,307,41,177,785,83.0,38.0,562,982.0,0.275,0.343,.438,0.781,102,2473,142.0,43.0,42.0,49.0,22.0,1185.0
2000,AL,Kansas City Royals,44,27.6,5.43,162,6394,5709,879,1644,281,27,150,831,121.0,35.0,511,840.0,0.288,0.348,.425,0.773,93,2429,139.0,48.0,56.0,70.0,28.0,1184.0
2000,AL,Minnesota Twins,41,26.4,4.62,162,6283,5615,748,1516,325,49,116,711,90.0,45.0,556,1021.0,0.27,0.337,.407,0.744,85,2287,143.0,35.0,24.0,51.0,31.0,1198.0
2000,AL,New York Yankees,46,31.4,5.41,161,6311,5556,871,1541,294,25,205,833,99.0,48.0,631,1007.0,0.277,0.354,.450,0.804,103,2500,134.0,57.0,16.0,50.0,42.0,1189.0
2000,AL,Oakland Athletics,44,27.3,5.88,161,6432,5560,947,1501,281,23,239,908,40.0,15.0,750,1159.0,0.27,0.36,.458,0.817,109,2545,147.0,52.0,26.0,44.0,32.0,1210.0
2000,AL,Seattle Mariners,37,31.3,5.6,162,6444,5497,907,1481,300,26,198,869,122.0,56.0,775,1073.0,0.269,0.361,.442,0.803,108,2427,129.0,48.0,63.0,61.0,34.0,1247.0
2000,AL,Tampa Bay Devil Rays,51,30.1,4.55,161,6206,5505,733,1414,253,22,162,692,90.0,46.0,558,1022.0,0.257,0.329,.399,0.728,85,2197,126.0,51.0,52.0,40.0,25.0,1140.0
2000,AL,Texas Rangers,42,29.5,5.23,162,6364,5648,848,1601,330,35,173,806,69.0,47.0,580,922.0,0.283,0.352,.446,0.798,100,2520,161.0,39.0,48.0,48.0,39.0,1198.0
2000,AL,Toronto Blue Jays,45,28.1,5.31,162,6326,5677,861,1562,328,21,244,826,89.0,34.0,526,1026.0,0.275,0.341,.469,0.81,101,2664,130.0,60.0,29.0,34.0,32.0,1152.0
2005,NL,Arizona Diamondbacks,43,30.3,4.3,162,6327,5550,696,1419,291,27,191,670,67.0,26.0,606,1094.0,0.256,0.332,.421,0.754,94,2337,132.0,55.0,71.0,45.0,51.0,1247.0
2005,NL,Atlanta Braves,45,28.1,4.75,162,6186,5486,769,1453,308,37,184,733,92.0,32.0,534,1084.0,0.265,0.333,.435,0.768,99,2387,146.0,45.0,75.0,46.0,56.0,1114.0
2005,NL,Chicago Cubs,46,29.8,4.34,162,6161,5584,703,1506,323,23,194,674,65.0,39.0,419,920.0,0.27,0.324,.440,0.764,95,2457,131.0,50.0,69.0,37.0,49.0,1133.0
2005,NL,Cincinnati Reds,46,28.6,5.03,163,6321,5565,820,1453,335,15,222,784,72.0,23.0,611,1303.0,0.261,0.339,.446,0.785,104,2484,116.0,62.0,43.0,39.0,42.0,1176.0
2005,NL,Colorado Rockies,54,27.2,4.57,162,6238,5542,740,1477,280,34,150,704,65.0,32.0,509,1103.0,0.267,0.333,.411,0.744,85,2275,125.0,64.0,88.0,34.0,36.0,1197.0
2005,NL,Florida Marlins,47,29.7,4.43,162,6214,5502,717,1499,306,32,128,678,96.0,38.0,512,918.0,0.272,0.339,.409,0.748,101,2253,144.0,67.0,82.0,50.0,61.0,1181.0
2005,NL,Houston Astros,36,30.2,4.25,163,6139,5462,693,1400,281,32,161,654,115.0,44.0,481,1037.0,0.256,0.322,.408,0.73,90,2228,116.0,72.0,82.0,42.0,43.0,1136.0
2005,NL,Los Angeles Dodgers,44,28.6,4.23,162,6134,5433,685,1374,284,21,149,653,58.0,35.0,541,1094.0,0.253,0.326,.395,0.721,90,2147,139.0,67.0,57.0,33.0,30.0,1135.0
2005,NL,Milwaukee Brewers,39,28.4,4.48,162,6156,5448,726,1413,327,19,175,689,79.0,34.0,531,1162.0,0.259,0.331,.423,0.754,97,2303,137.0,73.0,66.0,38.0,55.0,1120.0
2005,NL,New York Mets,42,28.8,4.46,162,6146,5505,722,1421,279,32,175,683,153.0,40.0,486,1075.0,0.258,0.322,.416,0.738,95,2289,103.0,48.0,69.0,38.0,49.0,1122.0
2005,NL,Philadelphia Phillies,40,30.0,4.98,162,6345,5542,807,1494,282,35,167,760,116.0,27.0,639,1083.0,0.27,0.348,.423,0.772,98,2347,107.0,56.0,62.0,46.0,76.0,1251.0
2005,NL,Pittsburgh Pirates,44,27.4,4.2,162,6221,5573,680,1445,292,38,139,656,73.0,30.0,471,1092.0,0.259,0.322,.400,0.723,90,2230,130.0,72.0,56.0,49.0,38.0,1193.0
2005,NL,San Diego Padres,46,31.0,4.22,162,6271,5502,684,1416,269,39,130,655,99.0,44.0,600,977.0,0.257,0.333,.391,0.724,97,2153,122.0,49.0,72.0,48.0,41.0,1220.0
2005,NL,San Francisco Giants,50,32.2,4.01,162,6077,5462,649,1427,299,26,128,617,71.0,35.0,431,901.0,0.261,0.319,.396,0.714,86,2162,147.0,49.0,91.0,44.0,26.0,1093.0
2005,NL,St. Louis Cardinals,40,30.8,4.97,162,6246,5538,805,1494,287,26,170,757,83.0,36.0,534,947.0,0.27,0.339,.423,0.762,98,2343,127.0,62.0,77.0,35.0,60.0,1152.0
2005,NL,Washington Nationals,55,29.3,3.94,162,6142,5426,639,1367,311,32,117,615,45.0,45.0,491,1090.0,0.252,0.322,.386,0.708,89,2093,130.0,89.0,91.0,45.0,55.0,1137.0
2005,AL,Baltimore Orioles,46,31.5,4.5,162,6135,5551,729,1492,296,27,189,700,83.0,37.0,447,902.0,0.269,0.327,.434,0.761,102,2409,145.0,54.0,40.0,42.0,31.0,1103.0
2005,AL,Boston Red Sox,52,31.3,5.62,162,6403,5626,910,1579,339,21,199,863,45.0,12.0,653,1044.0,0.281,0.357,.454,0.811,111,2557,135.0,47.0,14.0,63.0,34.0,1249.0
2005,AL,Chicago White Sox,38,29.3,4.57,162,6146,5529,741,1450,253,23,200,713,137.0,67.0,435,1002.0,0.262,0.322,.425,0.747,95,2349,122.0,79.0,53.0,49.0,27.0,1032.0
2005,AL,Cleveland Indians,38,27.5,4.88,162,6255,5609,790,1522,337,30,207,760,62.0,36.0,503,1093.0,0.271,0.334,.453,0.787,111,2540,128.0,54.0,39.0,50.0,33.0,1148.0
2005,AL,Detroit Tigers,45,28.5,4.46,162,6136,5602,723,1521,283,45,168,678,66.0,28.0,384,1038.0,0.272,0.321,.428,0.75,100,2398,137.0,53.0,44.0,52.0,24.0,1077.0
2005,AL,Kansas City Royals,46,28.0,4.33,162,6086,5503,701,1445,289,34,126,653,53.0,33.0,424,1008.0,0.263,0.32,.396,0.716,91,2180,139.0,63.0,46.0,50.0,23.0,1062.0
2005,AL,Los Angeles Angels of Anaheim,40,29.8,4.7,162,6186,5624,761,1520,278,30,147,726,161.0,57.0,447,848.0,0.27,0.325,.409,0.734,96,2299,125.0,29.0,43.0,39.0,51.0,1086.0
2005,AL,Minnesota Twins,37,27.6,4.25,162,6192,5564,688,1441,269,32,134,644,102.0,44.0,485,978.0,0.259,0.323,.391,0.714,88,2176,155.0,59.0,42.0,42.0,49.0,1109.0
2005,AL,New York Yankees,51,32.3,5.47,162,6406,5624,886,1552,259,16,229,847,84.0,27.0,637,989.0,0.276,0.355,.450,0.805,115,2530,125.0,73.0,28.0,43.0,41.0,1264.0
2005,AL,Oakland Athletics,41,28.6,4.77,162,6275,5627,772,1476,310,20,155,739,31.0,22.0,537,819.0,0.262,0.33,.407,0.737,96,2291,148.0,52.0,19.0,40.0,22.0,1170.0
2005,AL,Seattle Mariners,48,28.7,4.31,162,6095,5507,699,1408,289,34,130,657,102.0,47.0,466,986.0,0.256,0.317,.391,0.709,92,2155,115.0,48.0,37.0,37.0,50.0,1076.0
2005,AL,Tampa Bay Devil Rays,43,27.5,4.63,162,6120,5552,750,1519,289,40,157,717,151.0,49.0,412,990.0,0.274,0.329,.425,0.754,101,2359,133.0,69.0,34.0,51.0,25.0,1065.0
2005,AL,Texas Rangers,50,27.9,5.34,162,6301,5716,865,1528,311,29,260,834,67.0,15.0,495,1112.0,0.267,0.329,.468,0.798,105,2677,123.0,48.0,9.0,32.0,20.0,1104.0
2005,AL,Toronto Blue Jays,37,27.9,4.78,162,6233,5581,775,1480,307,39,136,735,72.0,35.0,486,955.0,0.265,0.331,.407,0.738,94,2273,126.0,89.0,21.0,56.0,18.0,1118.0
2010,NL,Arizona Diamondbacks,48,26.8,4.4,162,6183,5473,713,1366,301,34,180,691,86.0,41.0,589,1529.0,0.25,0.325,.416,0.74,94,2275,113.0,39.0,41.0,41.0,45.0,1139.0
2010,NL,Atlanta Braves,43,28.6,4.56,162,6252,5463,738,1411,312,25,139,699,63.0,29.0,634,1140.0,0.258,0.339,.401,0.74,101,2190,136.0,51.0,69.0,35.0,50.0,1222.0
2010,NL,Chicago Cubs,44,29.3,4.23,162,6140,5512,685,1414,298,27,149,658,55.0,31.0,479,1236.0,0.257,0.32,.401,0.721,90,2213,124.0,50.0,60.0,38.0,32.0,1129.0
2010,NL,Cincinnati Reds,44,29.0,4.88,162,6285,5579,790,1515,293,30,188,761,93.0,43.0,522,1218.0,0.272,0.338,.436,0.774,106,2432,113.0,68.0,66.0,50.0,34.0,1174.0
2010,NL,Colorado Rockies,43,28.8,4.75,162,6265,5530,770,1452,270,54,173,741,99.0,42.0,585,1274.0,0.263,0.336,.425,0.76,92,2349,103.0,47.0,56.0,47.0,53.0,1175.0
2010,NL,Florida Marlins,57,26.9,4.44,162,6194,5531,719,1403,294,37,152,686,92.0,26.0,514,1375.0,0.254,0.321,.403,0.724,92,2227,107.0,55.0,51.0,43.0,42.0,1154.0
2010,NL,Houston Astros,48,29.6,3.77,162,6005,5452,611,1348,252,25,108,577,100.0,36.0,415,1025.0,0.247,0.303,.362,0.665,81,1974,130.0,33.0,75.0,29.0,27.0,1060.0
2010,NL,Los Angeles Dodgers,49,30.3,4.12,162,6140,5426,667,1368,270,29,120,621,92.0,50.0,533,1184.0,0.252,0.322,.379,0.7,92,2056,123.0,46.0,85.0,50.0,57.0,1142.0
2010,NL,Milwaukee Brewers,43,27.9,4.63,162,6304,5606,750,1471,293,33,182,710,81.0,26.0,546,1216.0,0.262,0.335,.424,0.759,103,2376,115.0,81.0,35.0,35.0,35.0,1220.0
2010,NL,New York Mets,47,28.4,4.05,162,6144,5465,656,1361,266,40,128,625,130.0,44.0,502,1095.0,0.249,0.314,.383,0.697,90,2091,101.0,46.0,74.0,57.0,53.0,1124.0
2010,NL,Philadelphia Phillies,42,31.8,4.77,162,6291,5581,772,1451,290,34,166,736,108.0,21.0,560,1064.0,0.26,0.332,.413,0.745,98,2307,120.0,63.0,44.0,43.0,69.0,1194.0
2010,NL,Pittsburgh Pirates,52,26.5,3.62,162,5974,5386,587,1303,276,27,126,570,87.0,36.0,463,1207.0,0.242,0.304,.373,0.678,84,2011,119.0,33.0,58.0,33.0,28.0,1078.0
2010,NL,San Diego Padres,40,29.1,4.1,162,6148,5434,665,1338,236,24,132,630,124.0,50.0,538,1183.0,0.246,0.317,.371,0.689,93,2018,106.0,50.0,79.0,46.0,67.0,1125.0
2010,NL,San Francisco Giants,42,29.5,4.3,162,6143,5488,697,1411,284,30,162,660,55.0,32.0,487,1099.0,0.257,0.321,.408,0.729,98,2241,158.0,50.0,76.0,41.0,53.0,1092.0
2010,NL,St. Louis Cardinals,42,28.8,4.54,162,6241,5542,736,1456,285,18,150,689,79.0,41.0,541,1027.0,0.263,0.332,.402,0.733,100,2227,124.0,50.0,66.0,40.0,78.0,1164.0
2010,NL,Washington Nationals,46,29.1,4.04,162,6100,5418,655,1355,250,31,149,634,110.0,41.0,503,1220.0,0.25,0.318,.390,0.708,91,2114,125.0,60.0,71.0,47.0,36.0,1113.0
2010,AL,Baltimore Orioles,45,28.6,3.78,162,6109,5554,613,1440,264,21,133,577,76.0,34.0,424,1056.0,0.259,0.316,.386,0.702,92,2145,154.0,54.0,31.0,45.0,32.0,1139.0
2010,AL,Boston Red Sox,53,30.9,5.05,162,6356,5646,818,1511,358,22,211,782,68.0,17.0,587,1140.0,0.268,0.339,.451,0.79,109,2546,130.0,47.0,29.0,46.0,43.0,1200.0
2010,AL,Chicago White Sox,40,30.6,4.64,162,6118,5484,752,1467,263,21,177,710,160.0,74.0,467,922.0,0.268,0.332,.420,0.752,102,2303,148.0,79.0,50.0,38.0,23.0,1046.0
2010,AL,Cleveland Indians,45,27.2,3.99,162,6165,5487,646,1362,290,20,128,601,91.0,33.0,545,1184.0,0.248,0.322,.378,0.7,96,2076,118.0,64.0,36.0,33.0,34.0,1186.0
2010,AL,Detroit Tigers,41,29.0,4.64,162,6312,5643,751,1515,308,32,152,717,69.0,30.0,546,1147.0,0.268,0.335,.415,0.75,102,2343,118.0,41.0,41.0,41.0,50.0,1229.0
2010,AL,Kansas City Royals,46,28.9,4.17,162,6209,5604,676,1534,279,31,121,640,115.0,50.0,471,905.0,0.274,0.331,.399,0.73,100,2238,152.0,35.0,45.0,53.0,25.0,1173.0
2010,AL,Los Angeles Angels of Anaheim,46,29.6,4.2,162,6089,5488,681,1363,276,19,155,656,104.0,52.0,466,1070.0,0.248,0.311,.390,0.702,94,2142,125.0,52.0,42.0,37.0,28.0,1049.0
2010,AL,Minnesota Twins,42,28.4,4.82,162,6257,5568,781,1521,318,41,142,749,68.0,28.0,559,967.0,0.273,0.341,.422,0.762,109,2347,159.0,39.0,38.0,53.0,45.0,1156.0
2010,AL,New York Yankees,43,30.3,5.3,162,6379,5567,859,1485,275,32,201,823,103.0,30.0,662,1136.0,0.267,0.35,.436,0.786,108,2427,124.0,73.0,33.0,44.0,36.0,1228.0
2010,AL,Oakland Athletics,49,27.8,4.09,162,6117,5448,663,1396,276,30,109,619,156.0,38.0,527,1061.0,0.256,0.324,.378,0.702,92,2059,129.0,47.0,43.0,51.0,16.0,1159.0
2010,AL,Seattle Mariners,47,29.5,3.17,162,5989,5409,513,1274,227,16,101,485,142.0,39.0,459,1184.0,0.236,0.298,.339,0.637,79,1836,110.0,39.0,42.0,40.0,33.0,1116.0
2010,AL,Tampa Bay Rays,37,27.5,4.95,162,6270,5439,802,1343,295,37,160,769,172.0,47.0,672,1292.0,0.247,0.333,.403,0.736,105,2192,92.0,57.0,39.0,57.0,30.0,1152.0
2010,AL,Texas Rangers,48,28.3,4.86,162,6302,5635,787,1556,268,25,162,740,123.0,48.0,511,986.0,0.276,0.338,.419,0.757,98,2360,129.0,45.0,53.0,54.0,37.0,1174.0
2010,AL,Toronto Blue Jays,44,29.3,4.66,162,6072,5495,755,1364,319,21,257,732,58.0,20.0,471,1164.0,0.248,0.312,.454,0.766,105,2496,114.0,55.0,16.0,34.0,25.0,1017.0
2015,NL,Arizona Diamondbacks,50,26.5,4.44,162,6276,5649,720,1494,289,48,154,680,132.0,44.0,490,1312.0,0.264,0.324,.414,0.738,97,2341,134.0,33.0,46.0,57.0,40.0,1153.0
2015,NL,Atlanta Braves,60,28.8,3.54,162,6034,5420,573,1361,251,18,100,548,69.0,33.0,471,1107.0,0.251,0.314,.359,0.674,87,1948,148.0,44.0,67.0,31.0,39.0,1145.0
2015,NL,Chicago Cubs,50,26.9,4.25,162,6200,5491,689,1341,272,30,171,657,95.0,37.0,567,1518.0,0.244,0.321,.398,0.719,98,2186,101.0,74.0,32.0,35.0,47.0,1165.0
2015,NL,Cincinnati Reds,50,29.5,3.95,162,6196,5571,640,1382,257,27,167,613,134.0,38.0,496,1255.0,0.248,0.312,.394,0.706,92,2194,112.0,42.0,47.0,40.0,38.0,1148.0
2015,NL,Colorado Rockies,51,28.0,4.55,162,6071,5572,737,1479,274,49,186,702,97.0,43.0,388,1283.0,0.265,0.315,.432,0.748,89,2409,114.0,33.0,44.0,34.0,47.0,1016.0
2015,NL,Los Angeles Dodgers,55,29.6,4.12,162,6090,5385,667,1346,263,26,187,638,59.0,34.0,563,1258.0,0.25,0.326,.413,0.739,106,2222,135.0,60.0,49.0,30.0,31.0,1121.0
2015,NL,Miami Marlins,51,27.9,3.78,162,5988,5463,613,1420,236,40,120,575,112.0,45.0,375,1150.0,0.26,0.31,.384,0.694,93,2096,133.0,39.0,71.0,40.0,30.0,1059.0
2015,NL,Milwaukee Brewers,49,28.1,4.04,162,6024,5480,655,1378,274,34,145,624,84.0,29.0,412,1299.0,0.251,0.307,.393,0.7,91,2155,130.0,41.0,55.0,34.0,35.0,1026.0
2015,NL,New York Mets,49,28.6,4.22,162,6145,5527,683,1351,295,17,177,654,51.0,25.0,488,1290.0,0.244,0.312,.400,0.712,96,2211,130.0,68.0,29.0,32.0,42.0,1098.0
2015,NL,Philadelphia Phillies,50,28.0,3.86,162,6053,5529,626,1374,272,37,130,586,88.0,32.0,387,1274.0,0.249,0.303,.382,0.684,89,2110,119.0,54.0,53.0,29.0,20.0,1066.0
2015,NL,Pittsburgh Pirates,46,28.2,4.3,162,6285,5631,697,1462,292,27,140,661,98.0,45.0,461,1322.0,0.26,0.323,.396,0.719,97,2228,115.0,89.0,63.0,41.0,46.0,1166.0
2015,NL,San Diego Padres,46,27.7,4.01,162,6019,5457,650,1324,260,36,148,623,82.0,29.0,426,1327.0,0.243,0.3,.385,0.685,91,2100,108.0,40.0,52.0,42.0,22.0,1028.0
2015,NL,San Francisco Giants,48,28.9,4.3,162,6153,5565,696,1486,288,39,136,663,93.0,36.0,457,1159.0,0.267,0.326,.406,0.732,101,2260,142.0,49.0,45.0,37.0,30.0,1130.0
2015,NL,St. Louis Cardinals,46,28.4,3.99,162,6139,5484,647,1386,288,39,137,619,69.0,38.0,506,1267.0,0.253,0.321,.394,0.716,95,2163,128.0,66.0,39.0,42.0,47.0,1152.0
2015,NL,Washington Nationals,44,28.4,4.34,162,6117,5428,703,1363,265,13,177,665,57.0,23.0,539,1344.0,0.251,0.321,.403,0.724,96,2185,129.0,44.0,55.0,51.0,38.0,1114.0
2015,AL,Baltimore Orioles,48,27.9,4.4,162,6007,5485,713,1370,246,20,217,686,44.0,25.0,418,1331.0,0.25,0.307,.421,0.728,97,2307,127.0,51.0,20.0,32.0,23.0,990.0
2015,AL,Boston Red Sox,51,28.2,4.62,162,6237,5640,748,1495,294,33,161,706,71.0,27.0,478,1148.0,0.265,0.325,.415,0.74,97,2338,127.0,46.0,30.0,42.0,28.0,1142.0
2015,AL,Chicago White Sox,40,28.2,3.84,162,6070,5533,622,1381,260,27,136,595,68.0,42.0,404,1231.0,0.25,0.306,.380,0.686,92,2103,125.0,65.0,30.0,37.0,22.0,1065.0
2015,AL,Cleveland Indians,49,28.0,4.16,161,6109,5439,669,1395,303,29,141,640,86.0,28.0,533,1157.0,0.256,0.325,.401,0.725,93,2179,134.0,39.0,47.0,50.0,34.0,1147.0
2015,AL,Detroit Tigers,47,28.3,4.28,161,6159,5605,689,1515,289,49,151,660,83.0,51.0,455,1259.0,0.27,0.328,.420,0.748,105,2355,152.0,41.0,23.0,35.0,36.0,1111.0
2015,AL,Houston Astros,46,26.3,4.5,162,6073,5459,729,1363,278,26,230,691,121.0,48.0,486,1392.0,0.25,0.315,.437,0.752,107,2383,102.0,56.0,28.0,43.0,22.0,1036.0
2015,AL,Kansas City Royals,45,29.1,4.47,162,6116,5575,724,1497,300,42,139,689,104.0,34.0,383,973.0,0.269,0.322,.412,0.734,98,2298,133.0,77.0,34.0,47.0,28.0,1079.0
