Year,League,Tm,#Bat,BatAge,R/G,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,LOB
1930,NNL,Birmingham Black Barons,30,23.9,4.81,74,2563,2400,356,682,82,55,29,317,76.0,,163,,0.284,0.33,.400,0.73,97,961,,0.0,,,,
1930,NNL,Chicago American Giants,34,28.8,4.35,81,2862,2618,352,694,89,35,15,312,31.0,,241,,0.265,0.328,.343,0.671,82,898,,3.0,,,,
1930,NNL,Cuban Stars West,14,23.9,4.38,48,1731,1575,210,372,43,22,21,189,36.0,,152,,0.236,0.305,.331,0.636,72,522,,4.0,,,,
1930,NNL,Detroit Stars,19,27.4,5.18,72,2557,2364,373,640,103,57,25,339,61.0,,193,,0.271,0.326,.394,0.72,94,932,,0.0,,,,
1930,NNL,Kansas City Monarchs,18,28.2,5.78,67,2524,2285,387,644,120,38,23,339,75.0,,235,,0.282,0.35,.398,0.748,102,909,,4.0,,,,
1930,NNL,Louisville Black Caps,21,22.0,3.74,23,816,756,86,172,24,11,6,71,9.0,,58,,0.228,0.284,.312,0.596,61,236,,2.0,,,,
1930,NNL,Memphis Red Sox,36,25.5,4.77,71,2555,2387,339,664,107,39,13,309,42.0,,167,,0.278,0.326,.372,0.698,88,888,,1.0,,,,
1930,NNL,Nashville Elite Giants,30,22.8,4.02,46,1617,1511,185,384,56,25,13,172,21.0,,106,,0.254,0.303,.350,0.653,76,529,,0.0,,,,
1930,NNL,St. Louis Stars,19,28.1,7.83,93,3611,3256,728,1045,161,49,76,665,82.0,,345,,0.321,0.388,.471,0.858,131,1532,,10.0,,,,
1925,NNL,Indianapolis ABCs,35,22.7,4.58,57,2072,1919,261,482,59,28,21,242,37.0,,153,222.0,0.251,0.306,.344,0.65,74,660,,,,,,
1925,NNL,Birmingham Black Barons,31,26.8,4.95,76,2805,2647,376,710,92,42,33,353,61.0,,158,265.0,0.268,0.309,.372,0.682,82,985,,,,,,
1925,NNL,Chicago American Giants,31,28.8,4.45,89,3120,2834,396,683,99,31,20,353,59.0,,286,292.0,0.241,0.311,.319,0.63,70,904,,,,,,
1925,NNL,Cuban Stars West,17,23.5,5.67,43,1673,1530,244,402,71,20,19,224,34.0,,143,190.0,0.263,0.326,.373,0.698,87,570,,,,,,
1925,NNL,Detroit Stars,25,23.1,6.61,95,3590,3277,628,945,146,70,83,604,128.0,,313,330.0,0.288,0.35,.452,0.802,114,1480,,,,,,
1925,NNL,Kansas City Monarchs,18,28.4,5.59,80,2959,2701,447,762,116,68,20,439,79.0,,258,303.0,0.282,0.345,.398,0.742,99,1074,,,,,,
1925,NNL,Memphis Red Sox,20,21.1,4.36,76,2737,2540,331,635,95,37,19,305,61.0,,197,247.0,0.25,0.304,.339,0.643,73,861,,,,,,
1925,NNL,St. Louis Stars,26,22.6,7.09,87,3372,3027,617,956,187,55,87,557,116.0,,345,338.0,0.316,0.386,.500,0.886,136,1514,,,,,,
1925,ECL,Atlantic City Bacharach Giants,25,28.4,4.84,73,2673,2447,353,663,64,24,28,324,54.0,,226,271.0,0.271,0.333,.351,0.684,77,859,,,,,,
1925,ECL,Baltimore Black Sox,23,24.9,5.11,65,2325,2143,332,621,105,20,35,299,61.0,,182,196.0,0.29,0.345,.406,0.752,94,871,,,,,,
1925,ECL,Brooklyn Royal Giants,15,27.2,5.2,35,1252,1175,182,322,38,5,29,169,14.0,,77,128.0,0.274,0.319,.389,0.708,82,457,,,,,,
1925,ECL,Cuban Stars East,16,28.1,5.02,45,1687,1527,226,401,56,17,17,179,21.0,,160,164.0,0.263,0.333,.355,0.687,78,542,,,,,,
1925,ECL,Harrisburg Giants,20,26.4,6.77,73,2784,2559,494,813,113,32,65,449,73.0,,225,223.0,0.318,0.373,.463,0.836,115,1185,,,,,,
1925,ECL,Hilldale Club,18,28.7,6.51,71,2564,2348,462,731,138,42,38,400,116.0,,216,174.0,0.311,0.369,.454,0.824,112,1067,,,,,,
1925,ECL,New York Lincoln Giants,35,25.7,4.55,49,1816,1662,223,449,65,10,35,206,35.0,,154,229.0,0.27,0.332,.384,0.717,85,639,,,,,,
1925,ECL,Wilmington Potomacs,22,24.8,5.25,32,1148,1041,168,309,42,9,18,131,33.0,,107,131.0,0.297,0.362,.406,0.769,99,423,,,,,,
1920,NNL,Indianapolis ABCs,31,26.1,4.53,95,3564,3125,430,806,97,41,13,346,78.0,,290,403.0,0.258,0.324,.328,0.651,94,1024,,13.0,136.0,,,
1920,NNL,Chicago American Giants,23,26.9,4.99,67,2469,2119,334,539,75,28,4,293,59.0,,240,305.0,0.254,0.335,.322,0.657,96,682,,18.0,92.0,,,
1920,NNL,Chicago Giants,23,24.0,3.5,40,1507,1331,140,312,40,14,5,120,20.0,,112,200.0,0.234,0.3,.297,0.597,78,395,,13.0,51.0,,,
1920,NNL,Cuban Stars West,13,24.8,4.67,61,2339,2055,285,512,66,18,9,229,66.0,,186,238.0,0.249,0.318,.312,0.629,88,641,,20.0,78.0,,,
1920,NNL,Dayton Marcos,25,26.9,3.79,42,1571,1405,159,328,42,16,3,129,49.0,,109,210.0,0.233,0.296,.293,0.588,75,411,,15.0,42.0,,,
1920,NNL,Detroit Stars,25,25.5,5.0,64,2423,2095,320,534,93,23,28,275,50.0,,234,260.0,0.255,0.334,.361,0.695,107,757,,15.0,79.0,,,
1920,NNL,Kansas City Monarchs,26,24.9,5.05,78,3039,2688,394,742,113,39,20,325,98.0,,206,308.0,0.276,0.331,.369,0.7,109,993,,15.0,130.0,,,
1920,NNL,St. Louis Giants,29,27.9,3.9,67,2489,2175,261,544,69,16,9,216,80.0,,179,302.0,0.25,0.322,.309,0.631,88,672,,51.0,84.0,,,
1915,FL,Baltimore Terrapins,39,28.7,3.57,154,5754,5060,550,1235,196,53,36,465,128.0,,470,619.0,0.244,0.313,.325,0.638,85,1645,,37.0,178.0,,,1022.0
1915,FL,Brooklyn Tip-Tops,38,26.2,4.23,153,5729,5035,647,1348,205,75,36,561,249.0,,473,629.0,0.268,0.336,.360,0.696,105,1811,,47.0,156.0,,,967.0
1915,FL,Buffalo Blues,28,29.9,3.75,153,5632,5065,574,1261,193,68,40,506,184.0,,420,575.0,0.249,0.309,.338,0.646,88,1710,,19.0,120.0,,,972.0
1915,FL,Chicago Whales,29,26.5,4.14,155,5796,5133,641,1320,185,77,50,558,161.0,,444,580.0,0.257,0.32,.352,0.672,102,1809,,30.0,181.0,,,971.0
1915,FL,Kansas City Packers,22,29.8,3.58,153,5568,4937,547,1206,200,66,28,483,144.0,,368,484.0,0.244,0.303,.329,0.631,88,1622,,46.0,202.0,,,957.0
1915,FL,Newark Pepper,28,27.0,3.77,155,5790,5097,585,1283,210,80,17,487,184.0,,438,519.0,0.252,0.315,.334,0.649,95,1704,,34.0,202.0,,,995.0
1915,FL,Pittsburgh Rebels,31,29.7,3.79,156,5739,5040,592,1318,180,80,20,507,224.0,,448,529.0,0.262,0.326,.341,0.667,96,1718,,38.0,206.0,,,1014.0
1915,FL,St. Louis Terriers,25,27.4,3.99,159,5999,5145,634,1344,199,81,23,546,195.0,,576,489.0,0.261,0.34,.345,0.685,97,1774,,36.0,235.0,,,1095.0
1890,PL,Boston Reds,18,29.3,7.75,133,5458,4754,1031,1352,236,79,58,807,426.0,,661,449.0,0.284,0.377,.404,0.781,105,1920,,43.0,,,,
1890,PL,Buffalo Bisons,26,29.0,5.92,134,5432,4795,793,1249,180,64,20,630,160.0,,541,367.0,0.26,0.347,.337,0.684,89,1617,,96.0,,,,
1890,PL,Brooklyn Ward's Wonders,17,26.4,7.25,133,5431,4887,964,1352,186,93,34,748,272.0,,502,369.0,0.277,0.349,.3 74,0.723,88,1826,,42.0,,,,
1890,PL,Chicago White Stockings,16,27.0,6.42,138,5503,4968,886,1311,200,95,31,705,276.0,,492,410.0,0.264,0.335,.361,0.697,83,1794,,43.0,,,,
1890,PL,Cleveland Infants,21,26.8,6.48,131,5362,4804,849,1370,213,94,27,701,180.0,,509,345.0,0.285,0.36,.386,0.745,105,1852,,49.0,,,,
1890,PL,New York Giants,17,30.1,7.71,132,5430,4913,1018,1393,204,97,66,793,231.0,,486,364.0,0.284,0.352,.405,0.757,94,1989,,31.0,,,,
1890,PL,Pittsburgh Burghers,17,26.7,6.48,131,5316,4677,849,1212,170,114,35,664,251.0,,582,381.0,0.259,0.348,.367,0.715,98,1715,,57.0,,,,
1890,PL,Philadelphia Athletics,16,27.3,7.13,132,5337,4855,941,1350,187,113,49,761,203.0,,431,321.0,0.278,0.343,.393,0.737,94,1910,,51.0,,,,
1890,AA,Baltimore Orioles,18,25.1,4.79,38,1366,1213,182,278,34,16,2,119,101.0,,125,152.0,0.229,0.316,.289,0.604,70,350,,28.0,,,,
1890,AA,BrooklynGladiators,22,29.3,4.92,100,3834,3475,492,769,116,47,13,328,182.0,,328,456.0,0.221,0.294,.293,0.587,74,1018,,31.0,,,,
1890,AA,Columbus Solons,20,25.5,5.94,140,5332,4741,831,1225,159,77,16,620,353.0,,545,557.0,0.258,0.341,.335,0.675,103,1586,,46.0,,,,
1890,AA,Louisville Colonels,21,24.6,6.11,134,5150,4687,819,1310,156,65,15,608,341.0,,410,460.0,0.279,0.344,.350,0.694,105,1641,,53.0,,,,
1890,AA,Philadelphia Athletics,44,27.3,5.32,132,5052,4490,702,1057,181,51,24,508,305.0,,475,540.0,0.235,0.32,.314,0.635,87,1412,,87.0,,,,
1890,AA,Rochester Broncos,20,28.2,5.33,133,5056,4553,709,1088,131,64,31,528,310.0,,446,538.0,0.239,0.315,.316,0.631,90,1440,,57.0,,,,
1890,AA,St. Louis Browns,35,26.0,6.3,138,5369,4800,870,1308,178,73,48,634,307.0,,474,490.0,0.273,0.35,.370,0.72,99,1776,,95.0,,,,
1890,AA,Syracuse Stars,30,26.7,5.5,127,4961,4469,698,1158,151,59,14,487,292.0,,457,482.0,0.259,0.333,.329,0.661,102,1469,,35.0,,,,
1890,AA,Toledo Maumees,20,26.9,5.51,134,5132,4575,739,1152,152,108,24,512,421.0,,486,558.0,0.252,0.333,.348,0.681,97,1592,,71.0,,,,
1885,AA,Baltimore Orioles,32,25.8,4.92,110,4141,3820,541,837,124,59,17,380,,,279,529.0,0.219,0.28,.296,0.575,83,1130,,42.0,,,,
1885,AA,Brooklyn,21,26.1,5.57,112,4223,3943,624,966,121,65,14,428,,,238,324.0,0.245,0.295,.319,0.614,93,1259,,42.0,,,,
1885,AA,Cincinnati,18,27.9,5.73,112,4254,4050,642,1046,108,77,26,451,,,153,420.0,0.258,0.294,.342,0.636,98,1386,,51.0,,,,
1885,AA,Louisville Colonels,21,24.8,5.04,112,4146,3969,564,986,126,83,19,416,,,152,448.0,0.248,0.281,.336,0.617,94,1335,,25.0,,,,
1885,AA,New York Metropolitans,19,29.2,4.87,108,3983,3731,526,921,123,57,21,362,,,217,428.0,0.247,0.295,.327,0.622,110,1221,,35.0,,,,
1885,AA,Philadelphia Athletics,26,27.0,6.76,113,4410,4142,764,1099,169,76,30,536,,,223,410.0,0.265,0.31,.365,0.675,107,1510,,45.0,,,,
1885,AA,Allegheny City,20,25.4,4.93,111,4208,3975,547,955,123,79,5,371,,,189,537.0,0.24,0.282,.315,0.597,88,1251,,44.0,,,,
1885,AA,St. Louis Browns,15,25.6,6.04,112,4255,3972,677,979,132,57,17,450,,,234,282.0,0.246,0.297,.321,0.618,90,1276,,49.0,,,,
1875,NAS,Philadelphia Athletics,16,25.8,9.08,77,3288,3250,699,941,124,57,7,456,75.0,46.0,38,55.0,0.29,0.298,.369,0.667,123,1200,14.0,,,,,
1875,NAS,Boston Red Stockings,13,25.4,10.13,82,3548,3515,831,1128,167,51,15,565,93.0,37.0,33,52.0,0.321,0.327,.410,0.737,149,1442,11.0,,,,,
1875,NAS,Brooklyn Atlantics,35,21.2,3.0,44,1570,1562,132,304,33,6,2,86,1.0,5.0,8,36.0,0.195,0.199,.227,0.426,55,355,9.0,,,,,
1875,NAS,Philadelphia Centennials,12,24.4,5.0,14,540,530,70,125,22,3,0,40,4.0,0.0,10,25.0,0.236,0.25,.289,0.539,92,153,2.0,,,,,
1875,NAS,Chicago White Stockings,17,25.6,5.49,69,2706,2685,379,699,83,16,0,245,69.0,50.0,21,65.0,0.26,0.266,.303,0.569,95,814,13.0,,,,,
1875,NAS,Hartford Dark Blues,14,25.6,6.48,86,3390,3356,557,871,92,35,2,350,65.0,33.0,34,64.0,0.26,0.267,.310,0.577,93,1039,22.0,,,,,
1875,NAS,New Haven Elm Citys,25,21.3,3.62,47,1728,1714,170,373,41,13,2,102,35.0,16.0,14,62.0,0.218,0.224,.260,0.484,77,446,10.0,,,,,
1875,NAS,New York Mutuals,15,22.2,4.62,71,2704,2685,328,633,82,21,7,211,20.0,24.0,19,47.0,0.236,0.241,.290,0.531,83,778,15.0,,,,,
1875,NAS,Philadelphia Whites,16,25.9,6.71,70,2742,2721,470,683,67,27,5,285,105.0,51.0,21,58.0,0.251,0.257,.301,0.558,89,819,15.0,,,,,
1875,NAS,St. Louis Red Stockings,12,22.7,3.16,19,700,688,60,137,20,1,0,32,27.0,9.0,12,45.0,0.199,0.213,.231,0.444,60,159,3.0,,,,,
1875,NAS,St. Louis Brown Stockings,13,27.0,5.51,70,2706,2674,386,643,85,29,0,248,108.0,36.0,32,102.0,0.24,0.249,.294,0.543,96,786,18.0,,,,,
1875,NAS,Washington Nationals,19,22.9,3.82,28,1010,1004,107,194,14,8,0,60,23.0,7.0,6,42.0,0.193,0.198,.223,0.421,47,224,4.0,,,,,
1875,NAS,Keokuk Westerns,10,24.3,3.46,13,450,449,45,81,9,6,0,30,4.0,6.0,1,22.0,0.18,0.182,.227,0.409,37,102,6.0,,,,,
1875,NAS,League Average,14,24.7,6.14,53,2083,2064,326,524,65,21,3,208,48.0,25.0,19,52.0,0.254,0.261,.310,0.571,97,640,11.0,,,,,
1871,NAS,Philadelphia Athletics,13,24.8,13.43,28,1327,1281,376,410,66,27,9,250,56.0,12.0,46,23.0,0.32,0.344,.435,0.778,120,557,8.0,,,,,
1871,NAS,Boston Red Stockings,11,24.9,12.94,31,1432,1372,401,426,70,37,3,267,73.0,16.0,60,19.0,0.31,0.339,.422,0.761,112,579,8.0,,,,,
1871,NAS,Chicago WhiteStockings,11,24.9,10.79,28,1256,1196,302,323,52,21,10,193,69.0,21.0,60,22.0,0.27,0.305,.374,0.679,89,447,6.0,,,,,
1871,NAS,Cleveland Forest Citys,13,22.1,8.59,29,1212,1186,249,328,35,40,7,164,18.0,8.0,26,25.0,0.277,0.292,.391,0.683,96,464,12.0,,,,,
1871,NAS,Fort Wayne Kekiongas,18,18.9,7.21,19,779,746,137,178,19,8,2,94,16.0,4.0,33,9.0,0.239,0.271,.294,0.564,61,219,4.0,,,,,
1871,NAS,New York Mutuals,11,26.3,9.15,33,1437,1404,302,403,43,21,1,213,46.0,15.0,33,15.0,0.287,0.303,.350,0.653,94,491,7.0,,,,,
1871,NAS,Washington Olympics,15,24.4,9.69,32,1401,1353,310,375,54,26,6,214,48.0,13.0,48,13.0,0.277,0.302,.369,0.671,95,499,11.0,,,,,
1871,NAS,Rockford Forest Citys,11,22.6,9.24,25,1074,1036,231,274,44,25,3,147,53.0,10.0,38,30.0,0.264,0.291,.364,0.654,87,377,8.0,,,,,
1871,NAS,Troy Haymakers,12,22.8,12.1,29,1297,1248,351,384,51,34,6,241,62.0,24.0,49,19.0,0.308,0.334,.417,0.751,111,521,10.0,,,,,
1876,NL,Philadelphia Athletics,21,26.0,6.3,60,2414,2387,378,646,79,35,7,249,,,27,36.0,0.271,0.279,.342,0.621,104,816,,,,,,
1876,NL,Boston Reds,17,24.7,6.73,70,2780,2722,471,723,96,24,9,281,,,58,98.0,0.266,0.281,.328,0.609,103,894,,,,,,
1876,NL,Chicago White Stockings,11,25.9,9.45,66,2818,2748,624,926,131,32,8,441,,,70,45.0,0.337,0.353,.417,0.77,146,1145,,,,,,
1876,NL,Cincinnati Reds,13,24.5,3.66,65,2413,2372,238,555,51,12,4,132,,,41,136.0,0.234,0.247,.271,0.518,86,642,,,,,,
1876,NL,Hartford Dark Blues,12,26.3,6.22,69,2703,2664,429,711,96,22,2,265,,,39,78.0,0.267,0.277,.322,0.599,92,857,,,,,,
1876,NL,Louisville Grays,16,24.4,4.06,69,2594,2570,280,641,68,14,6,191,,,24,98.0,0.249,0.256,.294,0.55,73,755,,,,,,
1876,NL,New York Mutuals,24,25.0,4.56,57,2198,2180,260,494,39,15,2,161,,,18,35.0,0.227,0.233,.261,0.494,68,569,,,,,,
1876,NL,St. Louis Brown Stockings,10,26.0,6.03,64,2537,2478,386,642,73,27,2,264,,,59,63.0,0.259,0.276,.313,0.589,103,775,,,,,,
1880,NL,Boston,18,26.7,4.84,86,3185,3080,416,779,134,41,20,314,,,105,221.0,0.253,0.278,.343,0.62,112,1055,,,,,,
1880,NL,Buffalo Bisons,21,24.0,3.89,85,3052,2962,331,669,104,37,3,240,,,90,327.0,0.226,0.249,.289,0.538,81,856,,,,,,
1880,NL,Chicago White Stockings,13,23.9,6.26,86,3239,3135,538,876,164,39,4,378,,,104,217.0,0.279,0.303,.360,0.663,119,1130,,,,,,
1880,NL,Cincinnati Stars,16,25.3,3.57,83,2970,2895,296,649,91,36,7,209,,,75,267.0,0.224,0.244,.288,0.532,81,833,,,,,,
1880,NL,Cleveland Blues,14,23.6,4.55,85,3078,3002,387,726,130,52,7,273,,,76,237.0,0.242,0.261,.327,0.587,100,981,,,,,,
1880,NL,Providence Grays,11,26.2,4.82,87,3285,3196,419,793,114,34,8,278,,,89,186.0,0.248,0.268,.313,0.581,99,999,,,,,,
1880,NL,Troy Trojans,23,25.6,4.72,83,3127,3007,392,755,114,37,5,253,,,120,260.0,0.251,0.28,.319,0.598,98,958,,,,,,
1880,NL,Worcester Ruby Legs,19,23.2,4.85,85,3105,3024,412,699,129,52,8,278,,,81,278.0,0.231,0.251,.316,0.567,85,956,,,,,,
1885,NL,Baltimore Orioles,32,25.8,4.92,110,4141,3820,541,837,124,59,17,380,,,279,529.0,0.219,0.28,.296,0.575,83,1130,,42.0,,,,
1885,NL,Brooklyn,21,26.1,5.57,112,4223,3943,624,966,121,65,14,428,,,238,324.0,0.245,0.295,.319,0.614,93,1259,,42.0,,,,
1885,NL,Boston,23,26.9,4.67,113,4140,3950,528,915,144,53,22,375,,,190,522.0,0.232,0.267,.312,0.579,90,1231,,,,,,
1885,NL,Buffalo Bisons,28,27.5,4.42,112,4079,3900,495,980,149,50,23,365,,,179,380.0,0.251,0.284,.333,0.617,97,1298,,,,,,
1885,NL,Chicago White Stockings,19,27.5,7.38,113,4433,4093,834,1079,184,75,54,606,,,340,429.0,0.264,0.32,.385,0.705,115,1575,,,,,,
1885,NL,Cincinnati,18,27.9,5.73,112,4254,4050,642,1046,108,77,26,451,,,153,420.0,0.258,0.294,.342,0.636,98,1386,,51.0,,,,
1885,NL,Detroit Wolverines,28,26.1,4.76,108,3989,3773,514,917,149,66,25,387,,,216,451.0,0.243,0.284,.337,0.621,101,1273,,,,,,
1885,NL,Louisville Colonels,21,24.8,5.04,112,4146,3969,564,986,126,83,19,416,,,152,448.0,0.248,0.281,.336,0.617,94,1335,,25.0,,,,
1885,NL,New York Giants,13,28.5,6.17,112,4250,4029,691,1085,150,82,16,464,,,221,312.0,0.269,0.307,.359,0.666,115,1447,,,,,,
1885,NL,New York Metropolitans,19,29.2,4.87,108,3983,3731,526,921,123,57,21,362,,,217,428.0,0.247,0.295,.327,0.622,110,1221,,35.0,,,,
1885,NL,Philadelphia Athletics,26,27.0,6.76,113,4410,4142,764,1099,169,76,30,536,,,223,410.0,0.265,0.31,.365,0.675,107,1510,,45.0,,,,
1885,NL,Philadelphia,16,24.7,4.62,111,4113,3893,513,891,156,35,20,327,,,220,401.0,0.229,0.27,.302,0.572,87,1177,,,,,,
1885,NL,Allegheny City,20,25.4,4.93,111,4208,3975,547,955,123,79,5,371,,,189,537.0,0.24,0.282,.315,0.597,88,1251,,44.0,,,,
1885,NL,Providence Grays,26,27.7,4.02,110,3992,3727,442,820,114,30,6,292,,,265,430.0,0.22,0.272,.272,0.543,79,1012,,,,,,
1885,NL,St. Louis Maroons,28,26.3,3.51,111,3972,3758,390,829,121,21,8,278,,,214,412.0,0.221,0.263,.270,0.533,75,1016,,,,,,
1885,NL,St. Louis Browns,15,25.6,6.04,112,4255,3972,677,979,132,57,17,450,,,234,282.0,0.246,0.297,.321,0.618,90,1276,,49.0,,,,
1890,NL,Baltimore Orioles,18,25.1,4.79,38,1366,1213,182,278,34,16,2,119,101.0,,125,152.0,0.229,0.316,.289,0.604,70,350,,28.0,,,,
1890,NL,Boston Reds,18,29.3,7.75,133,5458,4754,1031,1352,236,79,58,807,426.0,,661,449.0,0.284,0.377,.404,0.781,105,1920,,43.0,,,,
1890,NL,Brooklyn Gladiators,22,29.3,4.92,100,3834,3475,492,769,116,47,13,328,182.0,,328,456.0,0.221,0.294,.293,0.587,74,1018,,31.0,,,,
1890,NL,Brooklyn Bridegrooms,17,27.9,6.85,129,4977,4419,884,1166,184,75,43,691,349.0,,517,361.0,0.264,0.346,.369,0.715,107,1629,,41.0,,,,
1890,NL,Boston,19,27.0,5.69,134,5321,4722,763,1220,175,62,31,580,285.0,,530,515.0,0.258,0.342,.341,0.683,92,1612,,69.0,,,,
1890,NL,Buffalo Bisons,26,29.0,5.92,134,5432,4795,793,1249,180,64,20,630,160.0,,541,367.0,0.26,0.347,.337,0.684,89,1617,,96.0,,,,
1890,NL,Brooklyn Ward's Wonders,17,26.4,7.25,133,5431,4887,964,1352,186,93,34,748,272.0,,502,369.0,0.277,0.349,.374,0.723,88,1826,,42.0,,,,
1890,NL,Chicago Colts,27,27.2,6.09,139,5453,4891,847,1271,147,60,67,653,329.0,,516,514.0,0.26,0.336,.356,0.692,97,1739,,46.0,,,,
1890,NL,Chicago White Stockings,16,27.0,6.42,138,5503,4968,886,1311,200,95,31,705,276.0,,492,410.0,0.264,0.335,.361,0.697,83,1794,,43.0,,,,
1890,NL,Cincinnati Reds,18,28.1,5.62,134,5128,4644,753,1203,150,120,27,563,312.0,,433,377.0,0.259,0.329,.360,0.689,99,1674,,51.0,,,,
1890,NL,Cleveland Infants,21,26.8,6.48,131,5362,4804,849,1370,213,94,27,701,180.0,,509,345.0,0.285,0.36,.386,0.745,105,1852,,49.0,,,,
1890,NL,Cleveland Spiders,25,24.8,4.63,136,5172,4633,630,1073,132,59,21,489,152.0,,497,474.0,0.232,0.312,.299,0.611,82,1386,,42.0,,,,
1890,NL,Columbus Solons,20,25.5,5.94,140,5332,4741,831,1225,159,77,16,620,353.0,,545,557.0,0.258,0.341,.335,0.675,103,1586,,46.0,,,,
1890,NL,Louisville Colonels,21,24.6,6.11,134,5150,4687,819,1310,156,65,15,608,341.0,,410,460.0,0.279,0.344,.350,0.694,105,1641,,53.0,,,,
1890,NL,New York Giants,23,27.2,5.28,135,5232,4832,713,1250,208,89,25,563,290.0,,350,477.0,0.259,0.315,.354,0.669,98,1711,,50.0,,,,
1890,NL,New York Giants,17,30.1,7.71,132,5430,4913,1018,1393,204,97,66,793,231.0,,486,364.0,0.284,0.352,.405,0.757,94,1989,,31.0,,,,
1890,NL,Pittsburgh Burghers,17,26.7,6.48,131,5316,4677,849,1212,170,114,35,664,251.0,,582,381.0,0.259,0.348,.367,0.715,98,1715,,57.0,,,,
1890,NL,Philadelphia Athletics,44,27.3,5.32,132,5052,4490,702,1057,181,51,24,508,305.0,,475,540.0,0.235,0.32,.314,0.635,87,1412,,87.0,,,,
1890,NL,Philadelphia Phillies,22,24.9,6.19,133,5293,4707,823,1267,220,78,23,632,335.0,,522,403.0,0.269,0.35,.364,0.714,105,1712,,64.0,,,,
1890,NL,Philadelphia Athletics,16,27.3,7.13,132,5337,4855,941,1350,187,113,49,761,203.0,,431,321.0,0.278,0.343,.393,0.737,94,1910,,51.0,,,,
1890,NL,Allegheny City,46,25.6,4.33,138,5213,4739,597,1088,160,43,20,426,208.0,,408,460.0,0.23,0.3,.294,0.594,82,1394,,66.0,,,,
1890,NL,Rochester Broncos,20,28.2,5.33,133,5056,4553,709,1088,131,64,31,528,310.0,,446,538.0,0.239,0.315,.316,0.631,90,1440,,57.0,,,,
1890,NL,St. Louis Browns,35,26.0,6.3,138,5369,4800,870,1308,178,73,48,634,307.0,,474,490.0,0.273,0.35,.370,0.72,99,1776,,95.0,,,,
1890,NL,Syracuse Stars,30,26.7,5.5,127,4961,4469,698,1158,151,59,14,487,292.0,,457,482.0,0.259,0.333,.329,0.661,102,1469,,35.0,,,,
1890,NL,Toledo Maumees,20,26.9,5.51,134,5132,4575,739,1152,152,108,24,512,421.0,,486,558.0,0.252,0.333,.348,0.681,97,1592,,71.0,,,,
1895,NL,Baltimore Orioles,20,25.5,7.7,131,5311,4725,1009,1530,235,89,25,828,310.0,,355,243.0,0.324,0.384,.427,0.811,106,2018,,106.0,125.0,,,
1895,NL,Brooklyn Grooms,23,28.2,6.61,133,5284,4757,879,1346,191,78,41,725,184.0,,397,319.0,0.283,0.346,.382,0.728,94,1816,,63.0,67.0,,,
1895,NL,Boston,22,28.2,6.85,133,5433,4750,911,1377,198,57,54,756,200.0,,505,239.0,0.29,0.364,.390,0.754,90,1851,,51.0,127.0,,,
1895,NL,Chicago Colts,24,28.8,6.51,133,5252,4708,866,1401,171,85,55,727,260.0,,422,344.0,0.298,0.361,.405,0.766,92,1907,,42.0,80.0,,,
1895,NL,Cincinnati Reds,21,30.9,6.84,132,5190,4684,903,1395,235,105,36,769,326.0,,414,249.0,0.298,0.359,.416,0.775,96,1948,,36.0,56.0,,,
1895,NL,Cleveland Spiders,20,28.7,6.98,132,5304,4692,921,1433,194,69,29,772,188.0,,476,365.0,0.305,0.375,.395,0.77,94,1852,,49.0,87.0,,,
1895,NL,Louisville Colonels,40,26.4,5.29,132,5205,4724,698,1320,171,73,34,574,156.0,,346,323.0,0.279,0.339,.368,0.707,87,1739,,77.0,58.0,,,
1895,NL,New York Giants,24,26.8,6.45,132,5127,4605,852,1324,191,90,32,699,292.0,,454,292.0,0.288,0.355,.389,0.744,93,1791,,30.0,38.0,,,
1895,NL,Philadelphia Phillies,24,28.2,8.03,133,5689,5037,1068,1664,272,73,61,930,276.0,,463,262.0,0.33,0.394,.450,0.844,116,2265,,69.0,120.0,,,
1895,NL,Pittsburgh Pirates,28,26.7,6.08,134,5226,4677,815,1355,192,89,27,677,257.0,,378,299.0,0.29,0.351,.386,0.737,94,1806,,65.0,106.0,,,
1895,NL,St. Louis Browns,28,28.4,5.53,136,5294,4814,752,1356,155,88,39,633,208.0,,388,283.0,0.282,0.339,.375,0.714,84,1804,,28.0,64.0,,,
1895,NL,Washington Senators,31,28.1,6.32,133,5258,4615,840,1326,209,101,55,716,238.0,,522,403.0,0.287,0.366,.412,0.778,101,1902,,52.0,69.0,,,
1900,NL,Brooklyn Superbas,23,29.8,5.79,141,5440,4860,816,1423,199,81,26,676,274.0,,421,269.0,0.293,0.359,.383,0.742,100,1862,,81.0,78.0,,,
1900,NL,Boston,21,29.6,5.48,142,5499,4952,778,1403,163,68,48,676,182.0,,395,270.0,0.283,0.342,.373,0.715,88,1846,,45.0,107.0,,,
1900,NL,Chicago Orphans,30,27.9,4.35,146,5445,4907,635,1276,202,51,33,519,189.0,,343,375.0,0.26,0.317,.342,0.659,85,1679,,65.0,130.0,,,
1900,NL,Cincinnati Reds,22,28.3,4.88,144,5517,5026,703,1335,178,83,33,591,183.0,,333,408.0,0.266,0.318,.354,0.671,87,1778,,50.0,108.0,,,
