newspaper,league,date,url
The Miami times. [volume],negro national league,1948-11-06,https://chroniclingamerica.loc.gov/lccn/sn83004231/1948-11-06/ed-1/seq-2.pdf
The Michigan chronicle. [volume],negro national league,1944-09-30,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-09-30/ed-1/seq-15.pdf
The Washington times. [volume],negro national league,1936-05-15,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-05-15/ed-1/seq-36.pdf
Bradley beam.,negro national league,1944-05-27,https://chroniclingamerica.loc.gov/lccn/sn92051525/1944-05-27/ed-1/seq-7.pdf
The Washington tribune. [volume],negro national league,1930-01-10,https://chroniclingamerica.loc.gov/lccn/sn87062236/1930-01-10/ed-1/seq-7.pdf
The Washington tribune. [volume],negro national league,1935-07-13,https://chroniclingamerica.loc.gov/lccn/sn87062236/1935-07-13/ed-1/seq-14.pdf
The Birmingham age-herald. [volume],negro national league,1923-08-19,https://chroniclingamerica.loc.gov/lccn/sn85038485/1923-08-19/ed-1/seq-13.pdf
Arkansas State press. [volume],negro national league,1949-04-15,https://chroniclingamerica.loc.gov/lccn/sn84025840/1949-04-15/ed-1/seq-1.pdf
The Michigan chronicle. [volume],negro national league,1943-08-07,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-08-07/ed-1/seq-19.pdf
Detroit tribune. [volume],negro national league,1933-07-15,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-07-15/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1942-09-12,https://chroniclingamerica.loc.gov/lccn/sn92063852/1942-09-12/ed-1/seq-11.pdf
Detroit tribune. [volume],negro national league,1933-05-13,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-05-13/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1948-05-29,https://chroniclingamerica.loc.gov/lccn/sn92063852/1948-05-29/ed-1/seq-6.pdf
The Bismarck tribune. [volume],negro national league,1934-08-08,https://chroniclingamerica.loc.gov/lccn/sn85042243/1934-08-08/ed-1/seq-6.pdf
The Chicago whip.,negro national league,1922-09-30,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-09-30/ed-1/seq-7.pdf
The Michigan chronicle. [volume],negro national league,1943-04-03,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-04-03/ed-1/seq-21.pdf
The Birmingham age-herald. [volume],negro national league,1923-08-17,https://chroniclingamerica.loc.gov/lccn/sn85038485/1923-08-17/ed-1/seq-11.pdf
The Waterbury Democrat. [volume],negro national league,1946-06-11,https://chroniclingamerica.loc.gov/lccn/sn82014085/1946-06-11/ed-1/seq-10.pdf
Jackson advocate. [volume],negro national league,1944-01-22,https://chroniclingamerica.loc.gov/lccn/sn79000083/1944-01-22/ed-1/seq-6.pdf
Jackson advocate. [volume],negro national league,1942-08-29,https://chroniclingamerica.loc.gov/lccn/sn79000083/1942-08-29/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1926-06-17,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-06-17/ed-1/seq-11.pdf
The Indianapolis times. [volume],negro national league,1923-05-08,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-08/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1923-04-28,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-04-28/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1925-04-01,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-04-01/ed-1/seq-11.pdf
Detroit tribune. [volume],negro national league,1933-05-06,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-05-06/ed-1/seq-7.pdf
The Wilmington morning star. [volume],negro national league,1943-05-23,https://chroniclingamerica.loc.gov/lccn/sn78002169/1943-05-23/ed-1/seq-6.pdf
The Chicago whip.,negro national league,1931-10-10,https://chroniclingamerica.loc.gov/lccn/sn86056950/1931-10-10/ed-1/seq-8.pdf
The Michigan chronicle. [volume],negro national league,1943-05-01,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-05-01/ed-1/seq-20.pdf
The Washington times. [volume],negro national league,1936-05-13,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-05-13/ed-1/seq-26.pdf
Arkansas State press. [volume],negro national league,1942-05-01,https://chroniclingamerica.loc.gov/lccn/sn84025840/1942-05-01/ed-1/seq-7.pdf
The Washington tribune. [volume],negro national league,1924-09-06,https://chroniclingamerica.loc.gov/lccn/sn87062236/1924-09-06/ed-1/seq-4.pdf
The Waterbury Democrat. [volume],negro national league,1944-07-06,https://chroniclingamerica.loc.gov/lccn/sn82014085/1944-07-06/ed-1/seq-13.pdf
The Detroit tribune.,negro national league,1940-02-24,https://chroniclingamerica.loc.gov/lccn/sn92063852/1940-02-24/ed-1/seq-7.pdf
The Kansas City sun.,negro national league,1920-05-29,https://chroniclingamerica.loc.gov/lccn/sn90061556/1920-05-29/ed-1/seq-8.pdf
The Kansas City sun.,negro national league,1920-06-05,https://chroniclingamerica.loc.gov/lccn/sn90061556/1920-06-05/ed-1/seq-8.pdf
The Detroit tribune.,negro national league,1936-05-23,https://chroniclingamerica.loc.gov/lccn/sn92063852/1936-05-23/ed-1/seq-6.pdf
Evening star. [volume],negro national league,1948-05-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-05-20/ed-1/seq-51.pdf
Evening star. [volume],negro national league,1942-06-25,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-06-25/ed-1/seq-21.pdf
Jackson advocate. [volume],negro national league,1954-03-27,https://chroniclingamerica.loc.gov/lccn/sn79000083/1954-03-27/ed-1/seq-7.pdf
The Omaha guide. [volume],negro national league,1943-08-07,https://chroniclingamerica.loc.gov/lccn/sn93062828/1943-08-07/ed-1/seq-4.pdf
The Enterprise. [volume],negro national league,1928-08-23,https://chroniclingamerica.loc.gov/lccn/sn87093375/1928-08-23/ed-1/seq-4.pdf
Minneapolis spokesman. [volume],negro national league,1952-06-06,https://chroniclingamerica.loc.gov/lccn/sn83025247/1952-06-06/ed-1/seq-8.pdf
The Washington tribune. [volume],negro national league,1924-09-27,https://chroniclingamerica.loc.gov/lccn/sn87062236/1924-09-27/ed-1/seq-4.pdf
The Washington tribune. [volume],negro national league,1925-02-07,https://chroniclingamerica.loc.gov/lccn/sn87062236/1925-02-07/ed-1/seq-4.pdf
Detroit tribune. [volume],negro national league,1933-12-23,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-12-23/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1947-07-12,https://chroniclingamerica.loc.gov/lccn/sn92063852/1947-07-12/ed-1/seq-9.pdf
Evening star. [volume],negro national league,1943-06-15,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-06-15/ed-1/seq-17.pdf
Evening star. [volume],negro national league,1948-06-25,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-06-25/ed-1/seq-40.pdf
The Phoenix index.,negro national league,1940-07-06,https://chroniclingamerica.loc.gov/lccn/sn96060866/1940-07-06/ed-1/seq-6.pdf
The Michigan chronicle. [volume],negro national league,1944-05-27,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-05-27/ed-1/seq-16.pdf
The Michigan chronicle. [volume],negro national league,1944-12-02,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-12-02/ed-1/seq-15.pdf
The Waterbury Democrat. [volume],negro national league,1944-07-08,https://chroniclingamerica.loc.gov/lccn/sn82014085/1944-07-08/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1926-08-16,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-08-16/ed-1/seq-9.pdf
Detroit evening times.,negro national league,1945-06-03,https://chroniclingamerica.loc.gov/lccn/sn88063294/1945-06-03/ed-1/seq-14.pdf
The Washington tribune. [volume],negro national league,1934-03-15,https://chroniclingamerica.loc.gov/lccn/sn87062236/1934-03-15/ed-1/seq-13.pdf
Evening star. [volume],negro national league,1946-05-24,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-05-24/ed-1/seq-15.pdf
The freeman. [volume],negro national league,1911-02-25,https://chroniclingamerica.loc.gov/lccn/sn82016211/1911-02-25/ed-1/seq-7.pdf
The Waterbury Democrat. [volume],negro national league,1942-07-08,https://chroniclingamerica.loc.gov/lccn/sn82014085/1942-07-08/ed-1/seq-12.pdf
The Indianapolis times. [volume],negro national league,1925-05-05,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-05-05/ed-1/seq-9.pdf
The Washington times. [volume],negro national league,1924-06-07,https://chroniclingamerica.loc.gov/lccn/sn84026749/1924-06-07/ed-1/seq-18.pdf
The Washington tribune. [volume],negro national league,1927-12-30,https://chroniclingamerica.loc.gov/lccn/sn87062236/1927-12-30/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1938-08-20,https://chroniclingamerica.loc.gov/lccn/sn92063852/1938-08-20/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1943-09-09,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-09-09/ed-1/seq-18.pdf
Jackson advocate. [volume],negro national league,1943-06-05,https://chroniclingamerica.loc.gov/lccn/sn79000083/1943-06-05/ed-1/seq-6.pdf
Jackson advocate. [volume],negro national league,1942-06-13,https://chroniclingamerica.loc.gov/lccn/sn79000083/1942-06-13/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1925-05-19,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-05-19/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1925-08-29,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-08-29/ed-1/seq-9.pdf
Jackson advocate. [volume],negro national league,1944-02-05,https://chroniclingamerica.loc.gov/lccn/sn79000083/1944-02-05/ed-1/seq-7.pdf
The Washington times. [volume],negro national league,1936-05-30,https://chroniclingamerica.loc.gov/lccn/sn84026749/1936-05-30/ed-1/seq-16.pdf
The Washington times. [volume],negro national league,1935-08-12,https://chroniclingamerica.loc.gov/lccn/sn84026749/1935-08-12/ed-1/seq-16.pdf
The guardian. [volume],negro national league,1939-04-29,https://chroniclingamerica.loc.gov/lccn/sn83045863/1939-04-29/ed-1/seq-6.pdf
Evening star. [volume],negro national league,1943-06-13,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-06-13/ed-1/seq-32.pdf
Evening star. [volume],negro national league,1946-07-26,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-07-26/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1946-03-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-03-29/ed-1/seq-14.pdf
The Detroit tribune.,negro national league,1940-05-11,https://chroniclingamerica.loc.gov/lccn/sn92063852/1940-05-11/ed-1/seq-9.pdf
The Detroit tribune.,negro national league,1942-02-07,https://chroniclingamerica.loc.gov/lccn/sn92063852/1942-02-07/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1937-09-18,https://chroniclingamerica.loc.gov/lccn/sn92063852/1937-09-18/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1945-09-08,https://chroniclingamerica.loc.gov/lccn/sn92063852/1945-09-08/ed-1/seq-11.pdf
Evening star. [volume],negro national league,1943-06-24,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-06-24/ed-1/seq-21.pdf
Evening star. [volume],negro national league,1947-08-21,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-08-21/ed-1/seq-48.pdf
Evening star. [volume],negro national league,1946-09-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-09-20/ed-1/seq-17.pdf
Arizona sun. [volume],negro national league,1948-03-05,https://chroniclingamerica.loc.gov/lccn/sn84021917/1948-03-05/ed-1/seq-1.pdf
Richmond planet. [volume],negro national league,1924-05-17,https://chroniclingamerica.loc.gov/lccn/sn84025841/1924-05-17/ed-1/seq-6.pdf
Jackson advocate. [volume],negro national league,1945-04-21,https://chroniclingamerica.loc.gov/lccn/sn79000083/1945-04-21/ed-1/seq-6.pdf
Jackson advocate. [volume],negro national league,1951-05-12,https://chroniclingamerica.loc.gov/lccn/sn79000083/1951-05-12/ed-1/seq-7.pdf
The Dayton forum. [volume],negro national league,1944-03-24,https://chroniclingamerica.loc.gov/lccn/sn84024234/1944-03-24/ed-1/seq-2.pdf
Madison County Democrat.,negro national league,1955-04-19,https://chroniclingamerica.loc.gov/lccn/sn88077521/1955-04-19/ed-1/seq-6.pdf
The Michigan chronicle. [volume],negro national league,1943-08-28,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-08-28/ed-1/seq-18.pdf
St. Paul recorder. [volume],negro national league,1950-12-29,https://chroniclingamerica.loc.gov/lccn/sn83016804/1950-12-29/ed-1/seq-6.pdf
Twin-City herald. [volume],negro national league,1939-07-15,https://chroniclingamerica.loc.gov/lccn/sn90060227/1939-07-15/ed-1/seq-1.pdf
The Daily Alaska empire. [volume],negro national league,1943-05-27,https://chroniclingamerica.loc.gov/lccn/sn83045499/1943-05-27/ed-1/seq-2.pdf
The Washington tribune. [volume],negro national league,1924-02-02,https://chroniclingamerica.loc.gov/lccn/sn87062236/1924-02-02/ed-1/seq-4.pdf
The Indianapolis times. [volume],negro national league,1930-05-05,https://chroniclingamerica.loc.gov/lccn/sn82015313/1930-05-05/ed-1/seq-10.pdf
The daily monitor.,negro national league,1941-07-18,https://chroniclingamerica.loc.gov/lccn/sn96077287/1941-07-18/ed-1/seq-9.pdf
The Detroit tribune.,negro national league,1939-10-28,https://chroniclingamerica.loc.gov/lccn/sn92063852/1939-10-28/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1936-05-16,https://chroniclingamerica.loc.gov/lccn/sn92063852/1936-05-16/ed-1/seq-6.pdf
Hartford chronicle.,negro national league,1946-05-25,https://chroniclingamerica.loc.gov/lccn/sn92051342/1946-05-25/ed-1/seq-7.pdf
Jackson advocate. [volume],negro national league,1943-09-11,https://chroniclingamerica.loc.gov/lccn/sn79000083/1943-09-11/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1925-06-11,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-06-11/ed-1/seq-13.pdf
The Indianapolis times. [volume],negro national league,1923-08-06,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-08-06/ed-1/seq-7.pdf
The Omaha guide. [volume],negro national league,1942-08-01,https://chroniclingamerica.loc.gov/lccn/sn93062828/1942-08-01/ed-1/seq-1.pdf
The Michigan chronicle. [volume],negro national league,1942-06-27,https://chroniclingamerica.loc.gov/lccn/sn83045324/1942-06-27/ed-1/seq-21.pdf
Minneapolis spokesman. [volume],negro national league,1944-10-13,https://chroniclingamerica.loc.gov/lccn/sn83025247/1944-10-13/ed-1/seq-4.pdf
St. Paul recorder. [volume],negro national league,1944-10-13,https://chroniclingamerica.loc.gov/lccn/sn83016804/1944-10-13/ed-1/seq-4.pdf
The Waterbury Democrat. [volume],negro national league,1940-05-17,https://chroniclingamerica.loc.gov/lccn/sn82014085/1940-05-17/ed-1/seq-20.pdf
The Waterbury Democrat. [volume],negro national league,1946-07-24,https://chroniclingamerica.loc.gov/lccn/sn82014085/1946-07-24/ed-1/seq-10.pdf
Evening star. [volume],negro national league,1944-07-18,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-07-18/ed-1/seq-8.pdf
Evening star. [volume],negro national league,1948-02-24,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-02-24/ed-1/seq-16.pdf
The Michigan chronicle. [volume],negro national league,1944-09-16,https://chroniclingamerica.loc.gov/lccn/sn83045324/1944-09-16/ed-1/seq-15.pdf
The Detroit tribune.,negro national league,1939-07-29,https://chroniclingamerica.loc.gov/lccn/sn92063852/1939-07-29/ed-1/seq-7.pdf
The Chicago whip.,negro national league,1922-01-21,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-01-21/ed-1/seq-7.pdf
The Chicago whip.,negro national league,1922-09-16,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-09-16/ed-1/seq-7.pdf
The Chicago whip.,negro national league,1922-05-13,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-05-13/ed-1/seq-7.pdf
The Northwest enterprise. [volume],negro national league,1931-04-09,https://chroniclingamerica.loc.gov/lccn/sn87093377/1931-04-09/ed-1/seq-6.pdf
The Enterprise. [volume],negro national league,1927-04-29,https://chroniclingamerica.loc.gov/lccn/sn87093375/1927-04-29/ed-1/seq-6.pdf
The Michigan chronicle. [volume],negro national league,1945-07-21,https://chroniclingamerica.loc.gov/lccn/sn83045324/1945-07-21/ed-1/seq-14.pdf
The Detroit tribune.,negro national league,1942-09-19,https://chroniclingamerica.loc.gov/lccn/sn92063852/1942-09-19/ed-1/seq-10.pdf
The Chicago whip.,negro national league,1922-09-02,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-09-02/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1943-05-30,https://chroniclingamerica.loc.gov/lccn/sn83045462/1943-05-30/ed-1/seq-28.pdf
The Washington tribune. [volume],negro national league,1935-08-03,https://chroniclingamerica.loc.gov/lccn/sn87062236/1935-08-03/ed-1/seq-12.pdf
The Detroit tribune.,negro national league,1946-05-25,https://chroniclingamerica.loc.gov/lccn/sn92063852/1946-05-25/ed-1/seq-13.pdf
The Michigan chronicle. [volume],negro national league,1942-05-09,https://chroniclingamerica.loc.gov/lccn/sn83045324/1942-05-09/ed-1/seq-14.pdf
Detroit tribune. [volume],negro national league,1933-06-10,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-06-10/ed-1/seq-7.pdf
Detroit tribune. [volume],negro national league,1933-08-12,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-08-12/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1944-06-24,https://chroniclingamerica.loc.gov/lccn/sn92063852/1944-06-24/ed-1/seq-11.pdf
Evening star. [volume],negro national league,1940-09-01,https://chroniclingamerica.loc.gov/lccn/sn83045462/1940-09-01/ed-1/seq-31.pdf
Hartford chronicle.,negro national league,1946-08-17,https://chroniclingamerica.loc.gov/lccn/sn92051342/1946-08-17/ed-1/seq-7.pdf
The news and views.,negro national league,1952-01-10,https://chroniclingamerica.loc.gov/lccn/sn92074061/1952-01-10/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1942-06-17,https://chroniclingamerica.loc.gov/lccn/sn83045462/1942-06-17/ed-1/seq-45.pdf
Jackson advocate. [volume],negro national league,1942-02-21,https://chroniclingamerica.loc.gov/lccn/sn79000083/1942-02-21/ed-1/seq-6.pdf
Jackson advocate. [volume],negro national league,1944-09-30,https://chroniclingamerica.loc.gov/lccn/sn79000083/1944-09-30/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1926-05-25,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-05-25/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1933-02-28,https://chroniclingamerica.loc.gov/lccn/sn82015313/1933-02-28/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1924-05-10,https://chroniclingamerica.loc.gov/lccn/sn82015313/1924-05-10/ed-1/seq-9.pdf
The Phoenix index.,negro national league,1942-02-21,https://chroniclingamerica.loc.gov/lccn/sn96060866/1942-02-21/ed-1/seq-6.pdf
The Michigan chronicle. [volume],negro national league,1943-04-03,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-04-03/ed-1/seq-20.pdf
The Michigan chronicle. [volume],negro national league,1942-07-04,https://chroniclingamerica.loc.gov/lccn/sn83045324/1942-07-04/ed-1/seq-21.pdf
The Michigan chronicle. [volume],negro national league,1945-05-12,https://chroniclingamerica.loc.gov/lccn/sn83045324/1945-05-12/ed-1/seq-15.pdf
The Waterbury Democrat. [volume],negro national league,1941-09-08,https://chroniclingamerica.loc.gov/lccn/sn82014085/1941-09-08/ed-1/seq-15.pdf
The Waterbury Democrat. [volume],negro national league,1942-06-26,https://chroniclingamerica.loc.gov/lccn/sn82014085/1942-06-26/ed-1/seq-17.pdf
The Washington tribune. [volume],negro national league,1932-03-25,https://chroniclingamerica.loc.gov/lccn/sn87062236/1932-03-25/ed-1/seq-12.pdf
The Indianapolis times. [volume],negro national league,1924-04-12,https://chroniclingamerica.loc.gov/lccn/sn82015313/1924-04-12/ed-1/seq-9.pdf
The Chicago whip.,negro national league,1922-11-18,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-11-18/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1944-06-07,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-06-07/ed-1/seq-14.pdf
Evening star. [volume],negro national league,1944-07-27,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-07-27/ed-1/seq-16.pdf
The Waterbury Democrat. [volume],negro national league,1941-07-17,https://chroniclingamerica.loc.gov/lccn/sn82014085/1941-07-17/ed-1/seq-19.pdf
The Indianapolis times. [volume],negro national league,1923-05-11,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-11/ed-1/seq-12.pdf
Detroit evening times.,negro national league,1945-10-13,https://chroniclingamerica.loc.gov/lccn/sn88063294/1945-10-13/ed-1/seq-24.pdf
The Washington tribune. [volume],negro national league,1935-04-27,https://chroniclingamerica.loc.gov/lccn/sn87062236/1935-04-27/ed-1/seq-13.pdf
The Dallas express. [volume],negro national league,1922-10-14,https://chroniclingamerica.loc.gov/lccn/sn83025779/1922-10-14/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1943-02-06,https://chroniclingamerica.loc.gov/lccn/sn92063852/1943-02-06/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1942-09-05,https://chroniclingamerica.loc.gov/lccn/sn92063852/1942-09-05/ed-1/seq-11.pdf
Detroit tribune. [volume],negro national league,1933-08-05,https://chroniclingamerica.loc.gov/lccn/sn83016294/1933-08-05/ed-1/seq-7.pdf
The Wilmington morning star. [volume],negro national league,1945-04-08,https://chroniclingamerica.loc.gov/lccn/sn78002169/1945-04-08/ed-1/seq-6.pdf
Hartford chronicle.,negro national league,1946-10-05,https://chroniclingamerica.loc.gov/lccn/sn92051342/1946-10-05/ed-1/seq-7.pdf
Evening star. [volume],negro national league,1947-08-20,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-08-20/ed-1/seq-15.pdf
Evening star. [volume],negro national league,1946-07-29,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-07-29/ed-1/seq-9.pdf
Evening star. [volume],negro national league,1948-06-27,https://chroniclingamerica.loc.gov/lccn/sn83045462/1948-06-27/ed-1/seq-38.pdf
Evening star. [volume],negro national league,1939-08-28,https://chroniclingamerica.loc.gov/lccn/sn83045462/1939-08-28/ed-1/seq-12.pdf
Evening star. [volume],negro national league,1938-05-13,https://chroniclingamerica.loc.gov/lccn/sn83045462/1938-05-13/ed-1/seq-41.pdf
Jackson advocate. [volume],negro national league,1947-07-12,https://chroniclingamerica.loc.gov/lccn/sn79000083/1947-07-12/ed-1/seq-1.pdf
The Indianapolis times. [volume],negro national league,1925-05-09,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-05-09/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1925-08-04,https://chroniclingamerica.loc.gov/lccn/sn82015313/1925-08-04/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1926-08-13,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-08-13/ed-1/seq-16.pdf
The Indianapolis times. [volume],negro national league,1926-06-29,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-06-29/ed-1/seq-9.pdf
The Indianapolis times. [volume],negro national league,1931-08-21,https://chroniclingamerica.loc.gov/lccn/sn82015313/1931-08-21/ed-1/seq-16.pdf
The Chicago whip.,negro national league,1921-04-30,https://chroniclingamerica.loc.gov/lccn/sn86056950/1921-04-30/ed-1/seq-7.pdf
The Indianapolis times. [volume],negro national league,1923-06-01,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-06-01/ed-1/seq-12.pdf
The Indianapolis times. [volume],negro national league,1923-05-31,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-31/ed-1/seq-6.pdf
The Indianapolis times. [volume],negro national league,1923-05-15,https://chroniclingamerica.loc.gov/lccn/sn82015313/1923-05-15/ed-1/seq-9.pdf
The Michigan chronicle. [volume],negro national league,1943-07-03,https://chroniclingamerica.loc.gov/lccn/sn83045324/1943-07-03/ed-1/seq-18.pdf
Detroit evening times.,negro national league,1945-10-09,https://chroniclingamerica.loc.gov/lccn/sn88063294/1945-10-09/ed-1/seq-16.pdf
The Washington times. [volume],negro national league,1938-05-13,https://chroniclingamerica.loc.gov/lccn/sn84026749/1938-05-13/ed-1/seq-44.pdf
The Washington times. [volume],negro national league,1937-06-04,https://chroniclingamerica.loc.gov/lccn/sn84026749/1937-06-04/ed-1/seq-48.pdf
The Washington tribune. [volume],negro national league,1924-07-05,https://chroniclingamerica.loc.gov/lccn/sn87062236/1924-07-05/ed-1/seq-4.pdf
The Indianapolis times. [volume],negro national league,1924-05-05,https://chroniclingamerica.loc.gov/lccn/sn82015313/1924-05-05/ed-1/seq-9.pdf
Evening star. [volume],negro national league,1944-07-19,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-07-19/ed-1/seq-14.pdf
The Indianapolis times. [volume],negro national league,1926-05-27,https://chroniclingamerica.loc.gov/lccn/sn82015313/1926-05-27/ed-1/seq-9.pdf
The Waterbury Democrat. [volume],negro national league,1946-08-06,https://chroniclingamerica.loc.gov/lccn/sn82014085/1946-08-06/ed-1/seq-10.pdf
The Chicago whip.,negro national league,1922-06-17,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-06-17/ed-1/seq-7.pdf
The Dallas express. [volume],negro national league,1922-11-04,https://chroniclingamerica.loc.gov/lccn/sn83025779/1922-11-04/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1940-04-27,https://chroniclingamerica.loc.gov/lccn/sn92063852/1940-04-27/ed-1/seq-10.pdf
The Detroit tribune.,negro national league,1942-05-09,https://chroniclingamerica.loc.gov/lccn/sn92063852/1942-05-09/ed-1/seq-7.pdf
The Detroit tribune.,negro national league,1948-05-26,https://chroniclingamerica.loc.gov/lccn/sn92063852/1948-05-26/ed-1/seq-6.pdf
The Detroit tribune.,negro national league,1946-03-30,https://chroniclingamerica.loc.gov/lccn/sn92063852/1946-03-30/ed-1/seq-11.pdf
The Detroit tribune.,negro national league,1949-03-05,https://chroniclingamerica.loc.gov/lccn/sn92063852/1949-03-05/ed-1/seq-13.pdf
Evening star. [volume],negro national league,1944-05-15,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-05-15/ed-1/seq-11.pdf
Evening star. [volume],negro national league,1944-07-12,https://chroniclingamerica.loc.gov/lccn/sn83045462/1944-07-12/ed-1/seq-17.pdf
Evening star. [volume],negro national league,1946-06-26,https://chroniclingamerica.loc.gov/lccn/sn83045462/1946-06-26/ed-1/seq-17.pdf
Evening star. [volume],negro national league,1947-08-11,https://chroniclingamerica.loc.gov/lccn/sn83045462/1947-08-11/ed-1/seq-12.pdf
Jackson advocate. [volume],negro national league,1946-08-24,https://chroniclingamerica.loc.gov/lccn/sn79000083/1946-08-24/ed-1/seq-6.pdf
The Mississippi enterprise.,negro national league,1947-07-04,https://chroniclingamerica.loc.gov/lccn/sn87065258/1947-07-04/ed-1/seq-1.pdf
The McDowell times. [volume],negro national league,1941-03-07,https://chroniclingamerica.loc.gov/lccn/sn86092050/1941-03-07/ed-1/seq-4.pdf
The Dayton forum. [volume],negro national league,1941-05-30,https://chroniclingamerica.loc.gov/lccn/sn84024234/1941-05-30/ed-1/seq-7.pdf
The Chicago whip.,negro national league,1922-06-03,https://chroniclingamerica.loc.gov/lccn/sn86056950/1922-06-03/ed-1/seq-7.pdf
